Neutral mass,MZ,Adduct,Mass defect,Formula,HMDB_ID/RefMet name,Origin
95.96125,94.95397,M-H,0.95397,HO4P,HMDB00973,Endogenous
95.98789,94.98061,M-H,0.98061,H4O4Si,HMDB31436,Endogenous
97.96901,96.96173,M-H,0.96173,C2H4Cl2,HMDB29571,Endogenous
97.9769,96.96962,M-H,0.96962,H3O4P,HMDB02142,Endogenous
111.92889,110.92161,M-H,0.92161,O3S2,HMDB00257,Endogenous
115.97544,114.96816,M-H,0.96816,C4H4S2,HMDB29720,Endogenous
117.91438,116.90711,M-H,0.90711,CHCl3,HMDB29596,Endogenous
117.99022,116.98295,M-H,0.98295,C3H2O5,HMDB31522,Endogenous
118.91771,117.91043,M-H,0.91043,MnO4,HMDB01417,Endogenous
119.93451,118.92724,M-H,0.92724,CCl2F2,HMDB29570,Endogenous
119.98811,118.98084,M-H,0.98084,C3H4O3S,HMDB01368,Endogenous
124.98695,123.97967,M-H,0.97967,C3H9Se,HMDB42052,Endogenous
125.96316,124.95589,M-H,0.95589,C2H6S3,HMDB13780,Endogenous
125.98092,124.97364,M-H,0.97364,C2H6O2S2,HMDB31832,Endogenous
127.90127,126.89399,M-H,0.89399,O3Se,HMDB11119,Endogenous
129.99109,128.98382,M-H,0.98382,C5H6S2,HMDB31853,Endogenous
135.97912,134.97185,M-H,0.97185,C4H8Se,HMDB30878,Endogenous
139.97544,138.96816,M-H,0.96816,C6H4S2,HMDB29716,Endogenous
139.97881,138.97154,M-H,0.97154,C3H8S3,HMDB31875,Endogenous
139.98746,138.98018,M-H,0.98018,C2H5O5P,HMDB01494,Endogenous
139.98746,138.98018,M-H,0.98018,C2H5O5P,HMDB04110,Endogenous
140.98271,139.97543,M-H,0.97543,CH4NO5P,HMDB01096,Endogenous
141.93554,140.92827,M-H,0.92827,C2H6SSe,HMDB30879,Endogenous
147.92495,146.91767,M-H,0.91767,C2H3Cl3O,HMDB41796,Endogenous
149.98092,148.97364,M-H,0.97364,C4H6O2S2,HMDB29611,Endogenous
150.97012,149.96284,M-H,0.96284,C3H3O5S,HMDB01405,Endogenous
151.87541,150.86813,M-H,0.86813,CCl4,HMDB31330,Endogenous
151.97794,150.97067,M-H,0.97067,C3H4O5S,HMDB02332,Endogenous
151.97881,150.97154,M-H,0.97154,C4H8S3,HMDB31470,Endogenous
152.99182,151.98454,M-H,0.98454,C3H7NO2S2,HMDB03585,Endogenous
153.96087,152.95359,M-H,0.95359,C2ClF5,HMDB31333,Endogenous
155.91958,154.91231,M-H,0.91231,C2H4S4,HMDB31185,Endogenous
155.98237,154.9751,M-H,0.9751,C2H5O6P,HMDB00816,Endogenous
